Date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
16:00:00 30-04-2024,2,427.25,3.58,14.91,52.21,20.03,6.79,10.97,4.24
17:00:00 30-04-2024,2,494.0,4.47,18.68,35.76,22.89,7.48,12.22,4.88
18:00:00 30-04-2024,2,547.41,2.37,25.02,16.27,24.32,8.8,14.34,5.57
19:00:00 30-04-2024,2,554.08,1.01,25.36,8.67,23.6,10.23,16.44,6.27
20:00:00 30-04-2024,2,540.73,1.06,23.31,8.31,22.17,10.81,17.54,6.59
21:00:00 30-04-2024,2,507.35,0.98,21.76,8.4,21.7,10.77,17.61,6.71
22:00:00 30-04-2024,2,500.68,0.91,20.91,8.67,21.93,11.25,18.13,7.16
23:00:00 30-04-2024,2,480.65,0.68,20.22,10.19,20.98,10.71,17.23,6.9
00:00:00 01-05-2024,1,433.92,0.41,19.02,12.7,19.55,9.21,14.77,6.02
01:00:00 01-05-2024,1,397.21,0.29,17.82,14.31,18.6,8.58,13.35,5.51
02:00:00 01-05-2024,2,514.03,2.43,23.99,5.05,25.51,13.59,20.15,9.12
03:00:00 01-05-2024,2,707.63,11.96,23.31,0.09,33.86,22.18,31.58,13.05
04:00:00 01-05-2024,3,847.82,21.68,21.25,0.0,39.1,29.69,41.02,14.31
05:00:00 01-05-2024,3,974.66,30.4,21.08,0.0,45.3,35.94,48.85,15.2
06:00:00 01-05-2024,3,1068.12,37.55,21.76,0.01,53.41,39.78,54.18,16.47
07:00:00 01-05-2024,3,1241.68,45.6,22.62,0.97,64.85,44.35,60.59,18.75
08:00:00 01-05-2024,2,814.44,22.58,22.28,8.31,44.82,22.21,31.47,10.26
09:00:00 01-05-2024,2,747.68,16.09,22.62,22.89,40.05,18.92,27.21,8.99
10:00:00 01-05-2024,2,714.3,10.06,26.05,58.65,41.01,24.87,33.29,8.87
11:00:00 01-05-2024,3,660.9,3.8,28.79,86.55,41.01,32.0,40.01,8.49
12:00:00 01-05-2024,3,607.49,2.68,26.39,88.69,39.1,29.63,36.82,7.85
13:00:00 01-05-2024,3,554.08,2.07,22.62,90.12,33.86,25.04,31.28,7.03
14:00:00 01-05-2024,2,487.33,1.59,19.36,78.68,26.94,17.97,22.78,6.02
15:00:00 01-05-2024,2,460.62,1.26,19.36,58.65,23.6,11.43,15.36,5.7
16:00:00 01-05-2024,2,440.6,0.99,18.68,39.7,20.27,7.24,10.79,5.19
17:00:00 01-05-2024,2,507.35,1.98,23.31,18.6,23.6,6.93,11.37,5.38
18:00:00 01-05-2024,2,600.81,3.86,26.73,3.76,27.42,8.85,14.61,6.46
19:00:00 01-05-2024,2,634.19,5.81,25.02,1.22,27.66,11.15,17.94,7.54
20:00:00 01-05-2024,2,607.49,4.86,23.99,1.68,25.51,11.97,19.37,7.73
21:00:00 01-05-2024,2,540.73,3.05,22.62,3.08,23.6,11.1,18.04,7.35
22:00:00 01-05-2024,2,494.0,1.7,20.73,5.5,21.93,10.54,16.76,7.16
23:00:00 01-05-2024,1,447.27,0.8,18.34,9.03,19.07,9.12,14.21,6.46
00:00:00 02-05-2024,1,403.88,0.54,16.79,10.91,17.4,7.55,11.61,5.45
01:00:00 02-05-2024,1,377.18,0.41,15.94,12.16,16.69,7.11,10.63,4.94
02:00:00 02-05-2024,1,360.49,0.31,15.59,13.59,16.21,7.05,10.36,4.69
03:00:00 02-05-2024,1,367.16,0.36,16.96,13.05,17.64,7.61,11.11,4.81
04:00:00 02-05-2024,1,377.18,0.49,18.85,11.44,19.79,8.39,12.21,4.88
05:00:00 02-05-2024,2,400.54,0.94,21.93,8.23,23.6,9.52,13.87,5.13
06:00:00 02-05-2024,2,447.27,2.71,26.39,3.44,30.28,11.47,16.65,5.7
07:00:00 02-05-2024,2,587.46,10.62,26.73,3.53,40.05,15.59,22.29,7.22
08:00:00 02-05-2024,2,781.06,21.46,27.08,8.05,48.64,19.47,27.83,8.74
09:00:00 02-05-2024,2,827.79,21.23,30.5,13.05,49.11,19.39,28.67,8.87
10:00:00 02-05-2024,2,761.03,14.19,34.62,21.46,45.78,17.54,26.79,8.23
11:00:00 02-05-2024,2,634.19,8.05,30.5,43.27,39.1,15.15,23.0,7.03
12:00:00 02-05-2024,2,540.73,3.07,30.16,48.64,33.86,12.23,18.86,6.14
13:00:00 02-05-2024,2,473.98,1.37,25.7,50.07,27.42,8.82,14.11,5.0
14:00:00 02-05-2024,2,440.6,1.93,20.56,56.51,23.13,7.3,11.56,4.24
15:00:00 02-05-2024,2,440.6,2.6,18.51,66.52,23.13,7.84,11.8,4.18
16:00:00 02-05-2024,2,433.92,2.68,16.79,71.53,21.22,7.93,11.6,3.96
17:00:00 02-05-2024,2,500.68,3.05,21.25,57.22,24.08,8.43,12.47,4.62
18:00:00 02-05-2024,2,587.46,1.3,28.79,34.33,26.46,10.07,15.23,5.7
19:00:00 02-05-2024,2,607.49,0.04,29.47,25.39,25.51,12.35,18.47,6.46
20:00:00 02-05-2024,2,594.14,0.03,28.1,27.18,23.6,13.55,20.49,6.65
21:00:00 02-05-2024,2,560.76,0.02,27.08,28.97,22.65,13.56,20.92,6.4
22:00:00 02-05-2024,2,547.41,0.03,27.08,27.54,22.65,13.66,21.26,6.4
23:00:00 02-05-2024,2,520.71,0.05,27.08,24.68,21.93,12.44,19.8,5.95
00:00:00 03-05-2024,2,467.3,0.08,26.39,21.46,21.46,10.23,16.59,5.19
01:00:00 03-05-2024,2,427.25,0.14,26.39,18.24,21.7,9.56,15.24,4.94
02:00:00 03-05-2024,2,420.57,0.24,26.73,15.2,22.65,9.96,15.42,5.32
03:00:00 03-05-2024,2,447.27,0.74,30.16,9.3,27.18,11.72,17.56,6.14
04:00:00 03-05-2024,2,487.33,2.54,33.93,3.4,33.86,14.03,20.41,6.78
05:00:00 03-05-2024,2,520.71,7.1,36.33,0.53,41.96,16.26,23.26,6.97
06:00:00 03-05-2024,2,567.44,12.85,36.67,0.08,49.59,18.2,25.89,7.16
07:00:00 03-05-2024,2,707.63,21.01,35.99,1.27,58.17,22.75,31.79,8.61
08:00:00 03-05-2024,3,907.9,27.94,37.01,3.31,63.9,26.21,36.64,10.13
09:00:00 03-05-2024,2,961.3,26.38,38.39,4.34,61.04,24.44,35.94,10.51
10:00:00 03-05-2024,2,841.14,19.89,38.73,6.08,53.88,19.58,31.08,9.63
11:00:00 03-05-2024,2,627.52,11.18,32.22,20.38,40.05,13.06,21.43,7.22
12:00:00 03-05-2024,2,507.35,6.43,26.05,43.99,31.95,10.0,15.82,5.51
13:00:00 03-05-2024,2,467.3,3.8,20.39,79.39,26.46,10.71,15.4,4.43
14:00:00 03-05-2024,3,440.6,2.15,16.62,111.58,23.13,13.23,17.16,3.8
15:00:00 03-05-2024,3,440.6,1.73,16.79,113.01,22.41,13.04,16.83,3.77
16:00:00 03-05-2024,2,433.92,1.55,17.31,94.41,20.5,10.65,14.37,3.7
17:00:00 03-05-2024,2,480.65,1.75,21.25,65.8,21.7,9.29,13.69,4.31
18:00:00 03-05-2024,2,554.08,0.73,27.42,41.13,24.32,9.9,15.6,5.38
19:00:00 03-05-2024,2,580.79,0.01,28.79,30.4,24.56,11.51,18.38,6.46
20:00:00 03-05-2024,2,567.44,0.02,28.45,28.61,23.84,12.42,20.3,7.03
21:00:00 03-05-2024,2,534.06,0.02,28.1,29.33,23.6,12.47,20.65,7.03
22:00:00 03-05-2024,2,527.38,0.01,27.76,30.04,24.32,13.0,21.44,7.28
23:00:00 03-05-2024,2,514.03,0.02,27.08,28.97,24.08,12.8,20.94,7.09
00:00:00 04-05-2024,2,473.98,0.03,26.39,26.46,23.37,11.75,18.78,6.52
01:00:00 04-05-2024,2,440.6,0.03,23.99,25.39,20.5,11.24,17.15,6.27
02:00:00 04-05-2024,2,534.06,0.45,29.82,12.7,23.13,15.34,21.53,8.49
03:00:00 04-05-2024,2,680.92,5.03,34.96,1.16,29.09,22.46,29.56,10.26
04:00:00 04-05-2024,3,807.76,15.87,31.87,0.01,36.72,29.88,37.73,11.02
05:00:00 04-05-2024,3,947.95,33.08,32.56,0.0,52.93,40.23,49.34,11.53
06:00:00 04-05-2024,4,1121.52,52.3,36.67,0.0,73.43,52.99,63.49,12.16
07:00:00 04-05-2024,4,1361.85,67.95,42.5,0.29,89.65,66.9,79.38,13.3
08:00:00 04-05-2024,4,1455.31,70.63,53.47,0.95,100.14,67.1,78.88,12.29
09:00:00 04-05-2024,4,1548.77,68.84,60.32,1.43,102.04,64.18,75.57,12.29
10:00:00 04-05-2024,4,1388.55,54.54,58.95,2.64,85.83,53.01,64.02,11.53
11:00:00 04-05-2024,2,694.27,8.16,45.93,9.3,36.72,20.02,26.5,6.21
12:00:00 04-05-2024,2,473.98,0.34,28.79,28.97,23.84,10.1,14.8,4.75
13:00:00 04-05-2024,2,433.92,0.08,22.62,41.48,21.7,8.25,12.41,4.56
14:00:00 04-05-2024,2,423.91,0.43,20.39,46.49,21.7,7.66,11.09,4.56
15:00:00 04-05-2024,2,423.91,1.06,19.02,47.92,20.74,7.4,10.27,4.5
16:00:00 04-05-2024,1,427.25,1.38,17.99,46.49,19.55,7.11,9.74,4.56
17:00:00 04-05-2024,2,720.98,4.19,31.53,28.61,30.99,12.6,17.09,7.98
18:00:00 04-05-2024,2,1228.33,10.39,48.67,5.68,44.35,23.88,32.06,13.17
19:00:00 04-05-2024,3,1695.63,24.36,48.67,0.01,52.45,38.45,51.15,16.72
20:00:00 04-05-2024,4,2109.53,36.66,47.98,0.0,55.31,55.3,73.12,17.48
21:00:00 04-05-2024,4,2376.56,43.36,45.93,0.0,53.41,70.04,92.73,18.24
22:00:00 04-05-2024,5,2616.88,50.51,43.53,0.0,53.88,85.03,111.44,19.25
23:00:00 04-05-2024,5,2696.99,55.88,40.1,0.0,53.88,92.85,121.59,18.75
00:00:00 05-05-2024,4,2189.64,48.28,34.62,0.0,45.3,73.0,100.13,13.81
01:00:00 05-05-2024,3,1401.9,29.5,27.42,0.0,33.38,42.73,64.77,10.13
02:00:00 05-05-2024,3,867.84,16.32,22.28,0.02,27.18,25.6,40.69,8.74
03:00:00 05-05-2024,3,834.47,15.65,20.22,0.02,26.23,26.48,38.78,9.12
04:00:00 05-05-2024,3,907.9,19.0,19.71,0.01,28.61,31.43,43.04,10.26
05:00:00 05-05-2024,3,988.01,23.69,20.05,0.0,32.9,36.11,47.85,11.27
06:00:00 05-05-2024,3,1081.47,30.4,21.08,0.01,40.05,39.55,51.4,11.91
07:00:00 05-05-2024,3,1268.39,42.47,22.96,0.6,54.84,46.07,58.83,14.06
08:00:00 05-05-2024,2,834.47,21.46,27.76,3.53,42.92,23.79,30.69,8.61
09:00:00 05-05-2024,2,680.92,10.51,27.76,8.14,32.42,14.67,19.65,6.9
10:00:00 05-05-2024,2,600.81,7.71,27.08,11.62,30.28,11.72,16.28,6.33
11:00:00 05-05-2024,2,988.01,16.32,32.9,7.51,43.39,22.5,30.13,11.15
12:00:00 05-05-2024,3,1628.88,31.74,38.04,4.96,57.22,42.28,53.63,16.97
13:00:00 05-05-2024,4,2056.12,38.44,44.55,8.67,62.94,55.78,68.53,19.25
14:00:00 05-05-2024,4,2349.85,33.97,59.63,13.59,67.71,66.54,80.11,20.52
15:00:00 05-05-2024,4,2109.53,29.06,56.89,8.49,61.99,57.7,69.3,16.72
16:00:00 05-05-2024,3,1495.36,22.8,45.24,3.98,50.54,36.08,44.17,12.16
17:00:00 05-05-2024,2,620.84,2.79,34.62,9.21,28.85,11.07,14.7,5.45
18:00:00 05-05-2024,2,647.54,1.77,35.3,6.26,29.09,11.34,15.59,6.02
19:00:00 05-05-2024,2,734.33,4.25,37.36,1.72,34.33,15.01,20.49,7.54
20:00:00 05-05-2024,3,1415.25,20.34,39.07,0.03,45.3,38.56,52.02,15.58
21:00:00 05-05-2024,5,2429.96,42.92,38.39,0.0,54.36,79.57,105.95,23.56
22:00:00 05-05-2024,5,3177.64,59.9,36.33,0.0,56.74,116.51,154.77,27.11
23:00:00 05-05-2024,5,3524.78,68.84,33.59,0.0,53.88,135.83,181.08,26.85
00:00:00 06-05-2024,5,3337.86,67.95,31.53,0.0,45.78,124.07,169.33,21.28
01:00:00 06-05-2024,5,2857.21,60.8,30.5,0.0,41.96,103.89,147.31,17.48
02:00:00 06-05-2024,5,2429.96,56.33,29.47,0.0,41.96,89.75,130.41,14.69
03:00:00 06-05-2024,5,2136.23,54.54,29.13,0.0,43.39,82.62,120.51,13.3
04:00:00 06-05-2024,4,1842.5,51.86,29.13,0.0,45.78,74.93,108.66,12.16
05:00:00 06-05-2024,4,1522.06,46.94,28.45,0.0,46.73,62.88,89.63,10.64
06:00:00 06-05-2024,4,1375.2,45.6,27.42,0.01,50.54,54.52,75.9,10.39
07:00:00 06-05-2024,4,1522.06,52.3,27.42,2.01,63.9,55.93,76.14,13.3
08:00:00 06-05-2024,3,921.25,26.38,30.16,15.38,50.54,25.57,35.72,8.36
09:00:00 06-05-2024,2,747.68,14.31,28.45,37.19,40.53,17.93,25.29,7.16
10:00:00 06-05-2024,2,627.52,7.6,25.36,71.53,36.24,17.91,24.18,6.21
11:00:00 06-05-2024,3,514.03,3.63,18.68,107.29,29.33,19.19,24.21,4.81
12:00:00 06-05-2024,3,473.98,2.49,15.94,127.32,26.94,20.24,24.6,4.18
13:00:00 06-05-2024,3,447.27,2.1,14.91,133.04,24.56,17.98,21.93,3.77
14:00:00 06-05-2024,3,453.95,2.1,16.62,128.75,25.27,16.19,19.95,3.86
15:00:00 06-05-2024,3,473.98,2.15,20.39,113.01,27.18,13.6,17.54,4.24
16:00:00 06-05-2024,2,480.65,1.76,22.96,88.69,25.75,10.61,14.73,4.24
17:00:00 06-05-2024,2,500.68,1.56,25.02,67.23,23.6,9.37,13.71,4.24
18:00:00 06-05-2024,2,520.71,0.66,28.79,50.07,22.65,9.65,14.89,4.56
19:00:00 06-05-2024,2,514.03,0.0,28.79,41.48,21.93,10.39,16.49,5.13
20:00:00 06-05-2024,2,534.06,0.01,31.19,35.05,23.37,11.72,19.23,6.21
21:00:00 06-05-2024,2,567.44,0.02,33.24,29.33,25.75,13.22,21.81,7.16
22:00:00 06-05-2024,2,600.81,0.05,35.3,25.75,27.89,14.98,24.37,7.85
23:00:00 06-05-2024,2,714.3,0.27,40.1,17.17,31.95,18.67,29.85,9.25
00:00:00 07-05-2024,2,781.06,0.95,41.81,8.58,33.38,19.94,32.47,9.25
01:00:00 07-05-2024,2,747.68,2.01,39.76,4.38,33.38,19.62,32.39,8.61
02:00:00 07-05-2024,2,814.44,6.2,37.36,0.91,34.81,24.6,38.54,9.25
03:00:00 07-05-2024,3,1014.71,16.32,34.27,0.03,38.62,35.63,52.13,10.51
04:00:00 07-05-2024,3,1214.98,27.72,33.24,0.0,43.87,47.82,66.9,11.91
05:00:00 07-05-2024,4,1348.5,36.66,34.27,0.0,48.64,56.3,77.3,13.17
06:00:00 07-05-2024,4,1468.66,44.7,34.62,0.01,55.79,61.73,84.21,14.44
07:00:00 07-05-2024,4,1815.8,59.9,35.3,2.08,74.39,72.76,97.94,17.99
08:00:00 07-05-2024,4,1815.8,64.37,40.44,7.33,94.41,64.66,87.22,18.24
09:00:00 07-05-2024,4,1869.2,52.75,52.09,14.66,92.51,60.03,81.46,18.49
10:00:00 07-05-2024,3,1455.31,27.49,61.69,31.83,82.02,47.17,64.53,15.33
11:00:00 07-05-2024,2,654.22,4.97,32.56,65.8,39.1,20.51,27.91,6.71
12:00:00 07-05-2024,2,480.65,2.07,22.96,72.24,28.13,12.99,17.24,4.62
13:00:00 07-05-2024,2,433.92,1.56,20.05,68.66,23.37,9.1,12.27,3.89
14:00:00 07-05-2024,2,433.92,1.22,21.59,57.94,22.89,7.4,10.12,3.77
15:00:00 07-05-2024,2,460.62,1.23,25.7,43.63,25.27,6.95,9.74,4.05
16:00:00 07-05-2024,2,487.33,0.88,28.79,32.19,26.23,6.78,9.74,4.31
17:00:00 07-05-2024,2,547.41,0.6,32.22,22.89,27.18,7.31,10.59,4.62
18:00:00 07-05-2024,2,614.17,0.67,37.01,15.2,28.37,8.88,12.9,5.19
19:00:00 07-05-2024,2,654.22,0.77,40.1,9.66,29.33,11.14,16.16,5.95
20:00:00 07-05-2024,3,1214.98,11.96,47.98,0.77,41.96,28.89,40.02,11.91
21:00:00 07-05-2024,4,1842.5,29.95,45.93,0.0,51.5,54.13,72.13,16.21
22:00:00 07-05-2024,5,2243.04,43.81,42.16,0.0,57.22,75.81,98.01,17.48
23:00:00 07-05-2024,5,2456.67,56.33,39.07,0.0,61.99,89.1,114.1,17.99
00:00:00 08-05-2024,5,2376.56,62.58,38.04,0.0,61.99,86.61,112.33,15.58
01:00:00 08-05-2024,5,2216.34,62.58,38.73,0.0,58.17,81.77,107.98,14.19
02:00:00 08-05-2024,5,2136.23,63.48,37.01,0.0,53.41,85.05,112.92,14.06
03:00:00 08-05-2024,5,2243.04,70.63,34.27,0.0,52.45,98.3,128.76,16.09
04:00:00 08-05-2024,5,2403.26,80.47,31.87,0.0,56.74,114.27,148.01,20.52
05:00:00 08-05-2024,5,2590.18,92.98,31.53,0.0,64.85,130.34,165.03,22.55
06:00:00 08-05-2024,5,2750.4,105.5,33.24,0.0,70.57,140.43,174.21,19.25
07:00:00 08-05-2024,5,2910.61,112.65,39.76,0.85,84.88,145.0,177.41,18.24
08:00:00 08-05-2024,5,1949.31,75.1,49.35,4.83,92.51,86.55,106.66,13.68
09:00:00 08-05-2024,4,1655.58,47.39,54.15,11.44,81.06,63.5,79.26,13.68
10:00:00 08-05-2024,4,1375.2,25.26,61.69,26.11,75.34,51.94,64.6,13.17
11:00:00 08-05-2024,3,821.11,5.25,41.81,49.35,46.25,28.5,35.73,7.85
12:00:00 08-05-2024,2,674.25,2.21,34.27,56.51,41.01,19.29,24.66,6.46
13:00:00 08-05-2024,2,647.54,1.56,32.56,61.51,40.53,16.2,21.17,6.08
14:00:00 08-05-2024,2,640.87,1.3,32.9,61.51,40.05,14.33,18.8,5.89
15:00:00 08-05-2024,2,640.87,0.94,35.3,52.93,39.1,12.92,16.96,5.83
16:00:00 08-05-2024,2,620.84,0.73,33.59,43.99,34.33,10.61,14.2,5.38
17:00:00 08-05-2024,2,694.27,1.41,37.01,30.04,34.33,10.42,14.27,5.95
18:00:00 08-05-2024,2,921.25,2.74,47.98,10.37,41.01,14.62,20.23,8.23
19:00:00 08-05-2024,2,1094.82,7.04,48.67,1.11,45.3,20.92,29.02,10.64
20:00:00 08-05-2024,3,1121.52,11.29,42.5,0.23,46.25,25.19,36.06,12.03
21:00:00 08-05-2024,3,1028.06,11.85,37.7,0.18,43.87,25.07,37.79,11.78
22:00:00 08-05-2024,2,961.3,11.51,35.64,0.19,42.44,24.79,38.21,11.15
23:00:00 08-05-2024,2,881.2,9.95,34.62,0.31,39.58,22.4,35.18,9.75
00:00:00 09-05-2024,2,700.95,6.15,32.9,1.03,32.9,15.85,26.32,7.41
01:00:00 09-05-2024,2,547.41,2.65,30.5,3.62,28.13,11.48,19.23,6.14
02:00:00 09-05-2024,2,487.33,1.36,29.47,6.26,27.18,10.31,16.51,5.83
03:00:00 09-05-2024,2,473.98,1.22,29.47,6.88,28.13,10.66,16.53,5.76
04:00:00 09-05-2024,2,473.98,1.15,29.47,7.33,28.85,11.13,17.12,5.7
05:00:00 09-05-2024,2,480.65,1.2,30.16,7.51,29.56,11.54,17.31,5.57
06:00:00 09-05-2024,2,527.38,2.88,33.93,3.89,35.29,13.2,19.13,6.21
07:00:00 09-05-2024,2,714.3,11.4,34.27,3.4,45.3,18.54,25.98,8.23
08:00:00 09-05-2024,2,894.55,16.54,36.67,7.33,51.02,21.42,30.53,9.5
09:00:00 09-05-2024,2,974.66,17.88,40.78,9.03,56.74,22.45,33.04,10.39
10:00:00 09-05-2024,2,947.95,16.54,45.24,9.03,61.99,22.68,34.04,10.64
11:00:00 09-05-2024,3,1041.41,22.35,51.41,5.5,77.25,26.95,38.07,11.4
12:00:00 09-05-2024,3,1121.52,31.29,52.78,4.16,80.11,30.29,40.41,11.15
13:00:00 09-05-2024,2,894.55,21.23,45.24,6.62,53.88,21.5,28.71,7.79
14:00:00 09-05-2024,2,754.36,11.73,41.13,5.81,41.01,16.14,21.61,6.33
15:00:00 09-05-2024,2,807.76,13.08,42.16,2.64,45.78,17.03,22.61,6.78
16:00:00 09-05-2024,2,881.2,15.87,43.87,0.96,49.11,17.8,23.73,6.9
17:00:00 09-05-2024,2,907.9,11.06,47.98,0.87,45.78,16.63,23.21,7.03
18:00:00 09-05-2024,2,988.01,11.06,47.98,0.4,46.73,18.64,26.28,7.6
19:00:00 09-05-2024,2,1054.76,12.41,46.61,0.18,48.16,22.48,31.42,8.36
20:00:00 09-05-2024,3,1161.58,15.2,44.55,0.09,49.11,28.61,40.13,9.5
21:00:00 09-05-2024,3,1295.09,21.9,41.47,0.01,52.93,36.9,52.4,11.15
22:00:00 09-05-2024,3,1441.96,28.61,40.1,0.0,58.17,45.86,64.43,12.54
23:00:00 09-05-2024,3,1495.36,34.42,39.41,0.0,61.99,49.43,69.21,12.41
00:00:00 10-05-2024,3,1281.74,30.4,38.39,0.0,55.79,39.2,56.7,9.5
01:00:00 10-05-2024,3,988.01,22.13,35.64,0.01,46.73,28.0,42.76,7.6
02:00:00 10-05-2024,2,807.76,18.1,32.9,0.02,43.87,23.15,35.38,6.9
03:00:00 10-05-2024,2,734.33,17.43,31.87,0.02,43.87,22.48,33.33,6.59
04:00:00 10-05-2024,2,694.27,17.66,30.16,0.02,43.87,21.95,32.1,6.33
05:00:00 10-05-2024,2,667.57,18.55,28.45,0.02,42.44,20.79,29.63,5.89
06:00:00 10-05-2024,2,734.33,24.81,30.16,0.02,50.07,23.66,32.13,6.65
07:00:00 10-05-2024,3,974.66,35.32,33.93,1.33,61.99,32.95,43.14,8.99
08:00:00 10-05-2024,3,1161.58,33.97,39.76,3.89,63.9,35.81,46.32,10.01
09:00:00 10-05-2024,3,1295.09,33.97,46.61,11.18,72.48,38.22,48.97,11.15
10:00:00 10-05-2024,3,1214.98,24.36,51.41,30.4,70.57,37.07,48.17,10.89
11:00:00 10-05-2024,2,741.0,6.87,32.22,67.95,38.62,21.08,27.99,6.27
12:00:00 10-05-2024,2,567.44,2.96,23.31,81.54,28.37,14.1,18.61,4.62
13:00:00 10-05-2024,2,527.38,2.15,22.62,73.67,25.99,10.13,13.63,4.05
14:00:00 10-05-2024,2,520.71,2.01,24.68,60.8,26.23,8.2,11.22,3.96
15:00:00 10-05-2024,2,514.03,1.96,26.05,50.78,26.46,7.3,10.03,3.83
16:00:00 10-05-2024,2,507.35,1.45,25.7,44.35,24.32,6.52,9.13,3.61
17:00:00 10-05-2024,2,534.06,1.66,26.39,38.98,22.89,6.63,9.44,3.77
18:00:00 10-05-2024,2,614.17,0.99,33.59,30.4,25.75,8.58,12.39,4.62
19:00:00 10-05-2024,2,667.57,0.06,38.73,23.96,29.09,11.5,16.55,5.64
20:00:00 10-05-2024,2,921.25,2.24,52.09,8.05,42.92,21.16,31.03,9.37
21:00:00 10-05-2024,3,1121.52,10.17,50.04,0.36,50.54,30.26,46.07,11.78
22:00:00 10-05-2024,3,1161.58,15.87,42.16,0.06,48.64,33.77,52.48,11.91
23:00:00 10-05-2024,3,1121.52,17.21,38.73,0.04,45.78,32.32,51.13,10.51
00:00:00 11-05-2024,2,907.9,13.41,36.67,0.11,39.58,24.24,40.08,7.85
01:00:00 11-05-2024,2,660.9,5.98,32.9,1.17,29.8,16.58,28.63,6.02
02:00:00 11-05-2024,2,527.38,1.63,30.16,4.78,25.27,13.19,21.99,5.32
03:00:00 11-05-2024,2,500.68,1.02,30.16,6.71,26.7,13.16,20.33,5.38
04:00:00 11-05-2024,2,500.68,1.19,31.53,6.08,29.33,13.92,20.78,5.51
05:00:00 11-05-2024,2,500.68,1.48,31.53,5.41,30.52,13.99,20.6,5.57
06:00:00 11-05-2024,2,534.06,3.02,33.59,2.95,34.81,14.94,21.19,6.14
07:00:00 11-05-2024,2,700.95,11.06,33.24,3.89,43.39,19.78,26.82,7.98
08:00:00 11-05-2024,2,881.2,14.98,38.04,3.62,49.59,22.88,30.91,9.37
09:00:00 11-05-2024,2,921.25,15.65,39.41,5.28,52.93,22.44,31.5,10.13
10:00:00 11-05-2024,2,847.82,13.63,38.73,8.4,52.45,20.21,29.64,9.75
11:00:00 11-05-2024,2,640.87,3.24,36.33,14.13,38.62,13.68,19.85,6.78
12:00:00 11-05-2024,2,587.46,1.87,33.24,18.6,34.33,11.5,16.09,5.76
13:00:00 11-05-2024,2,567.44,2.32,30.5,21.82,30.99,10.32,14.11,5.19
14:00:00 11-05-2024,2,534.06,1.87,28.79,22.89,27.89,8.7,11.73,4.62
15:00:00 11-05-2024,2,514.03,1.12,28.45,22.17,26.46,7.6,10.35,4.31
16:00:00 11-05-2024,2,494.0,0.53,28.45,21.28,23.84,6.67,9.33,3.93
17:00:00 11-05-2024,2,594.14,0.94,34.62,13.59,25.99,8.21,11.75,5.07
18:00:00 11-05-2024,2,847.82,4.97,43.53,2.59,33.86,13.83,19.57,7.73
19:00:00 11-05-2024,2,1054.76,12.18,43.53,0.14,40.05,21.13,29.22,9.88
20:00:00 11-05-2024,3,1255.04,19.67,41.81,0.01,46.25,30.38,42.35,12.29
21:00:00 11-05-2024,3,1348.5,23.69,37.7,0.0,46.25,36.79,53.02,13.55
22:00:00 11-05-2024,3,1321.79,23.92,33.59,0.0,42.44,39.34,57.99,13.3
23:00:00 11-05-2024,3,1241.68,22.35,31.19,0.01,38.15,37.53,56.04,12.03
00:00:00 12-05-2024,3,1041.41,19.0,31.19,0.01,34.33,30.1,45.69,9.63
01:00:00 12-05-2024,2,827.79,14.08,31.53,0.06,31.95,23.42,35.98,7.92
02:00:00 12-05-2024,2,734.33,11.96,31.53,0.07,31.47,22.29,33.4,7.6
03:00:00 12-05-2024,3,821.11,17.66,30.85,0.01,34.33,28.73,41.02,8.49
04:00:00 12-05-2024,3,934.6,24.59,31.19,0.0,37.67,36.29,50.21,9.37
05:00:00 12-05-2024,3,974.66,27.72,30.16,0.0,37.19,39.24,53.08,9.25
06:00:00 12-05-2024,3,1001.36,28.61,27.76,0.0,35.76,38.77,51.42,8.74
07:00:00 12-05-2024,3,1134.87,30.85,26.73,0.26,40.05,40.36,52.66,9.5
08:00:00 12-05-2024,3,934.6,23.69,27.76,1.33,42.44,27.0,35.13,7.54
09:00:00 12-05-2024,2,867.84,19.22,28.45,2.19,41.01,20.47,26.82,7.47
10:00:00 12-05-2024,2,781.06,14.75,30.5,3.58,41.48,16.48,21.79,7.28
11:00:00 12-05-2024,2,600.81,5.2,29.13,11.62,32.42,10.84,14.62,5.45
12:00:00 12-05-2024,2,540.73,1.51,29.13,14.13,30.99,9.14,12.49,5.0
13:00:00 12-05-2024,2,527.38,0.75,28.1,17.7,30.28,8.27,11.47,4.88
14:00:00 12-05-2024,2,534.06,1.47,27.42,23.96,30.52,8.34,11.39,4.94
15:00:00 12-05-2024,2,534.06,2.37,26.05,35.41,28.37,8.65,11.53,4.75
16:00:00 12-05-2024,2,500.68,2.15,22.28,45.42,22.65,8.03,10.68,4.12
17:00:00 12-05-2024,1,500.68,1.59,21.08,43.63,18.84,7.42,10.06,3.83
18:00:00 12-05-2024,1,527.38,0.55,24.33,32.19,19.07,7.89,11.07,4.18
19:00:00 12-05-2024,2,540.73,0.04,26.39,23.6,20.03,9.0,12.9,4.69
20:00:00 12-05-2024,3,1148.22,4.69,41.81,5.72,30.52,28.6,39.11,11.78
21:00:00 12-05-2024,4,2109.53,23.47,45.24,0.01,42.44,66.59,87.05,19.0
22:00:00 12-05-2024,5,2883.91,43.36,42.5,0.0,50.07,105.84,134.95,23.31
